service,fiscal_year,year,start_year,diagnosis_category,sex,age_group,rate_per_100k,ci_low,ci_high
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,66.0,66.0,85.0
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,62.0,62.0,74.0
ED visit,2022-2023,2023,2022,Mood disorders,Female,Agegroup:15–17years–95%CI,800.0,800.0,863.0
ED visit,2022-2023,2023,2022,Mood disorders,Male,Agegroup:15–17years–95%CI,332.0,332.0,372.0
ED visit,2022-2023,2023,2022,Mood disorders,Total,Agegroup:15–17years–95%CI,566.0,566.0,602.0
ED visit,2022-2023,2023,2022,Anxiety disorders,Female,Agegroup:15–17years–95%CI,669.0,669.0,727.0
ED visit,2022-2023,2023,2022,Anxiety disorders,Male,Agegroup:15–17years–95%CI,271.0,271.0,307.0
ED visit,2022-2023,2023,2022,Anxiety disorders,Total,Agegroup:15–17years–95%CI,470.0,470.0,503.0
ED visit,2022-2023,2023,2022,Personality disorders,Female,Agegroup:15–17years–95%CI,76.0,76.0,96.0
ED visit,2022-2023,2023,2022,Personality disorders,Male,Agegroup:15–17years–95%CI,12.0,12.0,20.0
ED visit,2022-2023,2023,2022,Personality disorders,Total,Agegroup:15–17years–95%CI,45.0,45.0,55.0
ED visit,2022-2023,2023,2022,Other disorders,Female,Agegroup:15–17years–95%CI,869.0,869.0,935.0
ED visit,2022-2023,2023,2022,Other disorders,Male,Agegroup:15–17years–95%CI,431.0,431.0,477.0
ED visit,2022-2023,2023,2022,Other disorders,Total,Agegroup:15–17years–95%CI,651.0,651.0,691.0
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,660.0,660.0,717.0
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,313.0,313.0,351.0
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,487.0,487.0,521.0
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,25.0,25.0,37.0
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,32.0,32.0,46.0
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,30.0,30.0,40.0
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,68.0,68.0,88.0
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,6.0,6.0,12.0
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,37.0,37.0,47.0
ED visit,2022-2023,2023,2022,   Tic disorders,Female,Agegroup:15–17years–95%CI,6.0,6.0,13.0
ED visit,2022-2023,2023,2022,   Tic disorders,Male,Agegroup:15–17years–95%CI,1.0,1.0,4.0
ED visit,2022-2023,2023,2022,   Tic disorders,Total,Agegroup:15–17years–95%CI,4.0,4.0,8.0
ED visit,2022-2023,2023,2022,   ADHD,Female,Agegroup:15–17years–95%CI,15.0,15.0,25.0
ED visit,2022-2023,2023,2022,   ADHD,Male,Agegroup:15–17years–95%CI,19.0,19.0,30.0
ED visit,2022-2023,2023,2022,   ADHD,Total,Agegroup:15–17years–95%CI,19.0,19.0,26.0
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Female,Agegroup:15–17years–95%CI,15.0,15.0,25.0
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Male,Agegroup:15–17years–95%CI,13.0,13.0,22.0
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Total,Agegroup:15–17years–95%CI,16.0,16.0,22.0
ED visit,2023-2024,2024,2023,Substance-related disorders,Female,Agegroup:15–17years–95%CI,371.0,371.0,414.0
ED visit,2023-2024,2024,2023,Substance-related disorders,Male,Agegroup:15–17years–95%CI,320.0,320.0,358.0
ED visit,2023-2024,2024,2023,Substance-related disorders,Total,Agegroup:15–17years–95%CI,350.0,350.0,379.0
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Female,Agegroup:15–17years–95%CI,48.0,48.0,65.0
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Male,Agegroup:15–17years–95%CI,74.0,74.0,93.0
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Total,Agegroup:15–17years–95%CI,64.0,64.0,77.0
ED visit,2023-2024,2024,2023,Mood disorders,Female,Agegroup:15–17years–95%CI,635.0,635.0,690.0
ED visit,2023-2024,2024,2023,Mood disorders,Male,Agegroup:15–17years–95%CI,288.0,288.0,325.0
ED visit,2023-2024,2024,2023,Mood disorders,Total,Agegroup:15–17years–95%CI,462.0,462.0,495.0
ED visit,2023-2024,2024,2023,Anxiety disorders,Female,Agegroup:15–17years–95%CI,556.0,556.0,608.0
ED visit,2023-2024,2024,2023,Anxiety disorders,Male,Agegroup:15–17years–95%CI,238.0,238.0,272.0
ED visit,2023-2024,2024,2023,Anxiety disorders,Total,Agegroup:15–17years–95%CI,398.0,398.0,428.0
ED visit,2023-2024,2024,2023,Personality disorders,Female,Agegroup:15–17years–95%CI,74.0,74.0,93.0
ED visit,2023-2024,2024,2023,Personality disorders,Male,Agegroup:15–17years–95%CI,12.0,12.0,20.0
ED visit,2023-2024,2024,2023,Personality disorders,Total,Agegroup:15–17years–95%CI,43.0,43.0,54.0
ED visit,2023-2024,2024,2023,Other disorders,Female,Agegroup:15–17years–95%CI,793.0,793.0,855.0
ED visit,2023-2024,2024,2023,Other disorders,Male,Agegroup:15–17years–95%CI,407.0,407.0,450.0
ED visit,2023-2024,2024,2023,Other disorders,Total,Agegroup:15–17years–95%CI,601.0,601.0,638.0
ED visit,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Female,Agegroup:15–17years–95%CI,601.0,601.0,655.0
ED visit,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Male,Agegroup:15–17years–95%CI,280.0,280.0,316.0
ED visit,2023-2024,2024,2023,   Trauma- and stressor-related disorders,Total,Agegroup:15–17years–95%CI,442.0,442.0,474.0
ED visit,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:15–17years–95%CI,26.0,26.0,39.0
ED visit,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:15–17years–95%CI,33.0,33.0,46.0
ED visit,2023-2024,2024,2023,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:15–17years–95%CI,31.0,31.0,40.0
ED visit,2023-2024,2024,2023,   Eating and feeding disorders,Female,Agegroup:15–17years–95%CI,71.0,71.0,90.0
ED visit,2023-2024,2024,2023,   Eating and feeding disorders,Male,Agegroup:15–17years–95%CI,5.0,5.0,11.0
ED visit,2023-2024,2024,2023,   Eating and feeding disorders,Total,Agegroup:15–17years–95%CI,38.0,38.0,48.0
ED visit,2023-2024,2024,2023,   Tic disorders,Female,Agegroup:15–17years–95%CI,5.0,5.0,11.0
ED visit,2023-2024,2024,2023,   Tic disorders,Male,Agegroup:15–17years–95%CI,1.0,1.0,5.0
ED visit,2023-2024,2024,2023,   Tic disorders,Total,Agegroup:15–17years–95%CI,4.0,4.0,8.0
ED visit,2023-2024,2024,2023,   ADHD,Female,Agegroup:15–17years–95%CI,17.0,17.0,27.0
ED visit,2023-2024,2024,2023,   ADHD,Male,Agegroup:15–17years–95%CI,26.0,26.0,37.0
ED visit,2023-2024,2024,2023,   ADHD,Total,Agegroup:15–17years–95%CI,23.0,23.0,31.0
ED visit,2018-2019,2019,2018,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,35.0,,
ED visit,2018-2019,2019,2018,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,23.0,,
ED visit,2018-2019,2019,2018,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,29.0,,
ED visit,2018-2019,2019,2018,Substance-related disorders,Female,Agegroup:18–24years–Rate,738.0,,
ED visit,2018-2019,2019,2018,Substance-related disorders,Male,Agegroup:18–24years–Rate,892.0,,
ED visit,2018-2019,2019,2018,Substance-related disorders,Total,Agegroup:18–24years–Rate,818.0,,
ED visit,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,117.0,,
ED visit,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,289.0,,
ED visit,2018-2019,2019,2018,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,207.0,,
ED visit,2018-2019,2019,2018,Mood disorders,Female,Agegroup:18–24years–Rate,764.0,,
ED visit,2018-2019,2019,2018,Mood disorders,Male,Agegroup:18–24years–Rate,503.0,,
ED visit,2018-2019,2019,2018,Mood disorders,Total,Agegroup:18–24years–Rate,628.0,,
ED visit,2018-2019,2019,2018,Anxiety disorders,Female,Agegroup:18–24years–Rate,807.0,,
ED visit,2018-2019,2019,2018,Anxiety disorders,Male,Agegroup:18–24years–Rate,528.0,,
ED visit,2018-2019,2019,2018,Anxiety disorders,Total,Agegroup:18–24years–Rate,662.0,,
ED visit,2018-2019,2019,2018,Personality disorders,Female,Agegroup:18–24years–Rate,161.0,,
ED visit,2018-2019,2019,2018,Personality disorders,Male,Agegroup:18–24years–Rate,49.0,,
ED visit,2018-2019,2019,2018,Personality disorders,Total,Agegroup:18–24years–Rate,102.0,,
ED visit,2018-2019,2019,2018,Other disorders,Female,Agegroup:18–24years–Rate,702.0,,
ED visit,2018-2019,2019,2018,Other disorders,Male,Agegroup:18–24years–Rate,488.0,,
ED visit,2018-2019,2019,2018,Other disorders,Total,Agegroup:18–24years–Rate,590.0,,
ED visit,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,607.0,,
ED visit,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,409.0,,
ED visit,2018-2019,2019,2018,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,504.0,,
ED visit,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,11.0,,
ED visit,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,14.0,,
ED visit,2018-2019,2019,2018,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,13.0,,
ED visit,2018-2019,2019,2018,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,19.0,,
ED visit,2018-2019,2019,2018,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,
ED visit,2018-2019,2019,2018,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,10.0,,
ED visit,2018-2019,2019,2018,   Tic disorders,Female,Agegroup:18–24years–Rate,1.0,,
ED visit,2018-2019,2019,2018,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,
ED visit,2018-2019,2019,2018,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,
ED visit,2018-2019,2019,2018,   ADHD,Female,Agegroup:18–24years–Rate,6.0,,
ED visit,2018-2019,2019,2018,   ADHD,Male,Agegroup:18–24years–Rate,11.0,,
ED visit,2018-2019,2019,2018,   ADHD,Total,Agegroup:18–24years–Rate,9.0,,
ED visit,2019-2020,2020,2019,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,29.0,,
ED visit,2019-2020,2020,2019,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,20.0,,
ED visit,2019-2020,2020,2019,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,24.0,,
ED visit,2019-2020,2020,2019,Substance-related disorders,Female,Agegroup:18–24years–Rate,699.0,,
ED visit,2019-2020,2020,2019,Substance-related disorders,Male,Agegroup:18–24years–Rate,810.0,,
ED visit,2019-2020,2020,2019,Substance-related disorders,Total,Agegroup:18–24years–Rate,757.0,,
ED visit,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,114.0,,
ED visit,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,272.0,,
ED visit,2019-2020,2020,2019,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,197.0,,
ED visit,2019-2020,2020,2019,Mood disorders,Female,Agegroup:18–24years–Rate,702.0,,
ED visit,2019-2020,2020,2019,Mood disorders,Male,Agegroup:18–24years–Rate,444.0,,
ED visit,2019-2020,2020,2019,Mood disorders,Total,Agegroup:18–24years–Rate,567.0,,
ED visit,2019-2020,2020,2019,Anxiety disorders,Female,Agegroup:18–24years–Rate,749.0,,
ED visit,2019-2020,2020,2019,Anxiety disorders,Male,Agegroup:18–24years–Rate,506.0,,
ED visit,2019-2020,2020,2019,Anxiety disorders,Total,Agegroup:18–24years–Rate,622.0,,
ED visit,2019-2020,2020,2019,Personality disorders,Female,Agegroup:18–24years–Rate,165.0,,
ED visit,2019-2020,2020,2019,Personality disorders,Male,Agegroup:18–24years–Rate,45.0,,
ED visit,2019-2020,2020,2019,Personality disorders,Total,Agegroup:18–24years–Rate,102.0,,
ED visit,2019-2020,2020,2019,Other disorders,Female,Agegroup:18–24years–Rate,686.0,,
ED visit,2019-2020,2020,2019,Other disorders,Male,Agegroup:18–24years–Rate,468.0,,
ED visit,2019-2020,2020,2019,Other disorders,Total,Agegroup:18–24years–Rate,572.0,,
ED visit,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,591.0,,
ED visit,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,395.0,,
ED visit,2019-2020,2020,2019,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,489.0,,
ED visit,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,8.0,,
ED visit,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,15.0,,
ED visit,2019-2020,2020,2019,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,11.0,,
ED visit,2019-2020,2020,2019,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,18.0,,
ED visit,2019-2020,2020,2019,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,
ED visit,2019-2020,2020,2019,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,9.0,,
ED visit,2019-2020,2020,2019,   Tic disorders,Female,Agegroup:18–24years–Rate,1.0,,
ED visit,2019-2020,2020,2019,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,
ED visit,2019-2020,2020,2019,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,
ED visit,2019-2020,2020,2019,   ADHD,Female,Agegroup:18–24years–Rate,6.0,,
ED visit,2019-2020,2020,2019,   ADHD,Male,Agegroup:18–24years–Rate,11.0,,
ED visit,2019-2020,2020,2019,   ADHD,Total,Agegroup:18–24years–Rate,9.0,,
ED visit,2020-2021,2021,2020,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,21.0,,
ED visit,2020-2021,2021,2020,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,15.0,,
ED visit,2020-2021,2021,2020,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,18.0,,
ED visit,2020-2021,2021,2020,Substance-related disorders,Female,Agegroup:18–24years–Rate,502.0,,
ED visit,2020-2021,2021,2020,Substance-related disorders,Male,Agegroup:18–24years–Rate,639.0,,
ED visit,2020-2021,2021,2020,Substance-related disorders,Total,Agegroup:18–24years–Rate,573.0,,
ED visit,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,133.0,,
ED visit,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,273.0,,
ED visit,2020-2021,2021,2020,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,206.0,,
ED visit,2020-2021,2021,2020,Mood disorders,Female,Agegroup:18–24years–Rate,546.0,,
ED visit,2020-2021,2021,2020,Mood disorders,Male,Agegroup:18–24years–Rate,340.0,,
ED visit,2020-2021,2021,2020,Mood disorders,Total,Agegroup:18–24years–Rate,439.0,,
ED visit,2020-2021,2021,2020,Anxiety disorders,Female,Agegroup:18–24years–Rate,656.0,,
ED visit,2020-2021,2021,2020,Anxiety disorders,Male,Agegroup:18–24years–Rate,442.0,,
ED visit,2020-2021,2021,2020,Anxiety disorders,Total,Agegroup:18–24years–Rate,544.0,,
ED visit,2020-2021,2021,2020,Personality disorders,Female,Agegroup:18–24years–Rate,143.0,,
ED visit,2020-2021,2021,2020,Personality disorders,Male,Agegroup:18–24years–Rate,40.0,,
ED visit,2020-2021,2021,2020,Personality disorders,Total,Agegroup:18–24years–Rate,90.0,,
ED visit,2020-2021,2021,2020,Other disorders,Female,Agegroup:18–24years–Rate,583.0,,
ED visit,2020-2021,2021,2020,Other disorders,Male,Agegroup:18–24years–Rate,405.0,,
ED visit,2020-2021,2021,2020,Other disorders,Total,Agegroup:18–24years–Rate,490.0,,
ED visit,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,497.0,,
ED visit,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,337.0,,
ED visit,2020-2021,2021,2020,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,414.0,,
ED visit,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,8.0,,
ED visit,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,13.0,,
ED visit,2020-2021,2021,2020,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,10.0,,
ED visit,2020-2021,2021,2020,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,21.0,,
ED visit,2020-2021,2021,2020,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,1.0,,
ED visit,2020-2021,2021,2020,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,11.0,,
ED visit,2020-2021,2021,2020,   Tic disorders,Female,Agegroup:18–24years–Rate,3.0,,
ED visit,2020-2021,2021,2020,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,
ED visit,2020-2021,2021,2020,   Tic disorders,Total,Agegroup:18–24years–Rate,2.0,,
ED visit,2020-2021,2021,2020,   ADHD,Female,Agegroup:18–24years–Rate,5.0,,
ED visit,2020-2021,2021,2020,   ADHD,Male,Agegroup:18–24years–Rate,10.0,,
ED visit,2020-2021,2021,2020,   ADHD,Total,Agegroup:18–24years–Rate,8.0,,
ED visit,2021-2022,2022,2021,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,25.0,,
ED visit,2021-2022,2022,2021,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,16.0,,
ED visit,2021-2022,2022,2021,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,20.0,,
ED visit,2021-2022,2022,2021,Substance-related disorders,Female,Agegroup:18–24years–Rate,622.0,,
ED visit,2021-2022,2022,2021,Substance-related disorders,Male,Agegroup:18–24years–Rate,655.0,,
ED visit,2021-2022,2022,2021,Substance-related disorders,Total,Agegroup:18–24years–Rate,639.0,,
ED visit,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,134.0,,
ED visit,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,265.0,,
ED visit,2021-2022,2022,2021,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,202.0,,
ED visit,2021-2022,2022,2021,Mood disorders,Female,Agegroup:18–24years–Rate,672.0,,
ED visit,2021-2022,2022,2021,Mood disorders,Male,Agegroup:18–24years–Rate,383.0,,
ED visit,2021-2022,2022,2021,Mood disorders,Total,Agegroup:18–24years–Rate,522.0,,
ED visit,2021-2022,2022,2021,Anxiety disorders,Female,Agegroup:18–24years–Rate,755.0,,
ED visit,2021-2022,2022,2021,Anxiety disorders,Male,Agegroup:18–24years–Rate,437.0,,
ED visit,2021-2022,2022,2021,Anxiety disorders,Total,Agegroup:18–24years–Rate,590.0,,
ED visit,2021-2022,2022,2021,Personality disorders,Female,Agegroup:18–24years–Rate,173.0,,
ED visit,2021-2022,2022,2021,Personality disorders,Male,Agegroup:18–24years–Rate,43.0,,
ED visit,2021-2022,2022,2021,Personality disorders,Total,Agegroup:18–24years–Rate,105.0,,
ED visit,2021-2022,2022,2021,Other disorders,Female,Agegroup:18–24years–Rate,671.0,,
ED visit,2021-2022,2022,2021,Other disorders,Male,Agegroup:18–24years–Rate,422.0,,
ED visit,2021-2022,2022,2021,Other disorders,Total,Agegroup:18–24years–Rate,542.0,,
ED visit,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,569.0,,
ED visit,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,340.0,,
ED visit,2021-2022,2022,2021,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,450.0,,
ED visit,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,8.0,,
ED visit,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,11.0,,
ED visit,2021-2022,2022,2021,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,10.0,,
ED visit,2021-2022,2022,2021,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,25.0,,
ED visit,2021-2022,2022,2021,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,
ED visit,2021-2022,2022,2021,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,13.0,,
ED visit,2021-2022,2022,2021,   Tic disorders,Female,Agegroup:18–24years–Rate,2.0,,
ED visit,2021-2022,2022,2021,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,
ED visit,2021-2022,2022,2021,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,
ED visit,2021-2022,2022,2021,   ADHD,Female,Agegroup:18–24years–Rate,9.0,,
ED visit,2021-2022,2022,2021,   ADHD,Male,Agegroup:18–24years–Rate,11.0,,
ED visit,2021-2022,2022,2021,   ADHD,Total,Agegroup:18–24years–Rate,10.0,,
ED visit,2022-2023,2023,2022,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,17.0,,
ED visit,2022-2023,2023,2022,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,13.0,,
ED visit,2022-2023,2023,2022,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,15.0,,
ED visit,2022-2023,2023,2022,Substance-related disorders,Female,Agegroup:18–24years–Rate,552.0,,
ED visit,2022-2023,2023,2022,Substance-related disorders,Male,Agegroup:18–24years–Rate,591.0,,
ED visit,2022-2023,2023,2022,Substance-related disorders,Total,Agegroup:18–24years–Rate,573.0,,
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,124.0,,
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,232.0,,
ED visit,2022-2023,2023,2022,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,180.0,,
ED visit,2022-2023,2023,2022,Mood disorders,Female,Agegroup:18–24years–Rate,562.0,,
ED visit,2022-2023,2023,2022,Mood disorders,Male,Agegroup:18–24years–Rate,346.0,,
ED visit,2022-2023,2023,2022,Mood disorders,Total,Agegroup:18–24years–Rate,449.0,,
ED visit,2022-2023,2023,2022,Anxiety disorders,Female,Agegroup:18–24years–Rate,620.0,,
ED visit,2022-2023,2023,2022,Anxiety disorders,Male,Agegroup:18–24years–Rate,368.0,,
ED visit,2022-2023,2023,2022,Anxiety disorders,Total,Agegroup:18–24years–Rate,489.0,,
ED visit,2022-2023,2023,2022,Personality disorders,Female,Agegroup:18–24years–Rate,150.0,,
ED visit,2022-2023,2023,2022,Personality disorders,Male,Agegroup:18–24years–Rate,39.0,,
ED visit,2022-2023,2023,2022,Personality disorders,Total,Agegroup:18–24years–Rate,92.0,,
ED visit,2022-2023,2023,2022,Other disorders,Female,Agegroup:18–24years–Rate,573.0,,
ED visit,2022-2023,2023,2022,Other disorders,Male,Agegroup:18–24years–Rate,358.0,,
ED visit,2022-2023,2023,2022,Other disorders,Total,Agegroup:18–24years–Rate,461.0,,
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Female,Agegroup:18–24years–Rate,480.0,,
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Male,Agegroup:18–24years–Rate,286.0,,
ED visit,2022-2023,2023,2022,   Trauma- and stressor-related disorders,Total,Agegroup:18–24years–Rate,379.0,,
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Female,Agegroup:18–24years–Rate,7.0,,
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Male,Agegroup:18–24years–Rate,10.0,,
ED visit,2022-2023,2023,2022,"   Disruptive, impulse control and conduct disorders",Total,Agegroup:18–24years–Rate,9.0,,
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Female,Agegroup:18–24years–Rate,19.0,,
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Male,Agegroup:18–24years–Rate,2.0,,
ED visit,2022-2023,2023,2022,   Eating and feeding disorders,Total,Agegroup:18–24years–Rate,10.0,,
ED visit,2022-2023,2023,2022,   Tic disorders,Female,Agegroup:18–24years–Rate,2.0,,
ED visit,2022-2023,2023,2022,   Tic disorders,Male,Agegroup:18–24years–Rate,1.0,,
ED visit,2022-2023,2023,2022,   Tic disorders,Total,Agegroup:18–24years–Rate,1.0,,
ED visit,2022-2023,2023,2022,   ADHD,Female,Agegroup:18–24years–Rate,8.0,,
ED visit,2022-2023,2023,2022,   ADHD,Male,Agegroup:18–24years–Rate,12.0,,
ED visit,2022-2023,2023,2022,   ADHD,Total,Agegroup:18–24years–Rate,10.0,,
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Female,Agegroup:18–24years–Rate,16.0,,
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Male,Agegroup:18–24years–Rate,11.0,,
ED visit,2023-2024,2024,2023,Neurocognitive disorders,Total,Agegroup:18–24years–Rate,13.0,,
ED visit,2023-2024,2024,2023,Substance-related disorders,Female,Agegroup:18–24years–Rate,520.0,,
ED visit,2023-2024,2024,2023,Substance-related disorders,Male,Agegroup:18–24years–Rate,522.0,,
ED visit,2023-2024,2024,2023,Substance-related disorders,Total,Agegroup:18–24years–Rate,521.0,,
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Female,Agegroup:18–24years–Rate,115.0,,
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Male,Agegroup:18–24years–Rate,203.0,,
ED visit,2023-2024,2024,2023,Schizophrenic and psychotic disorders,Total,Agegroup:18–24years–Rate,161.0,,
ED visit,2023-2024,2024,2023,Mood disorders,Female,Agegroup:18–24years–Rate,461.0,,
ED visit,2023-2024,2024,2023,Mood disorders,Male,Agegroup:18–24years–Rate,285.0,,
ED visit,2023-2024,2024,2023,Mood disorders,Total,Agegroup:18–24years–Rate,369.0,,
ED visit,2023-2024,2024,2023,Anxiety disorders,Female,Agegroup:18–24years–Rate,523.0,,
ED visit,2023-2024,2024,2023,Anxiety disorders,Male,Agegroup:18–24years–Rate,315.0,,
ED visit,2023-2024,2024,2023,Anxiety disorders,Total,Agegroup:18–24years–Rate,414.0,,
ED visit,2023-2024,2024,2023,Personality disorders,Female,Agegroup:18–24years–Rate,133.0,,
